-1206, -74
-1168, -71
-1164, -67
-1156, -64
-1149, -62
-1143, -58
-1146, -55
-1140, -51
-1132, -47
-1126, -45
-1122, -41
-1116, -36
-1110, -32
-1106, -30
-1100, -27
-1094, -26
-1090, -23
-1087, -21
-1083, -20
-1079, -19
-1076, -18
-1073, -17
-1070, -15
-1068, -13
-1066, -11
-1063, -11
-1060, -11
-1059, -10
-1058, -8
-1057, -6
-1057, -6
-1057, -4
-1055, -5
-1056, -4
-1057, -3
-1056, -1
-1056, 0
-1057, 0
-1059, 2
-1060, 4
-1060, 4
-1074, 5
-1073, 5
-1074, 10
-1073, 10
-1061, 11
-1061, 12
-1060, 13
-1059, 14
-1058, 16
-1066, 18
-1063, 19
-1063, 22
-1062, 23
-1060, 24
-1059, 25
-1059, 26
-1059, 27
-1058, 29
-1058, 29
-1058, 31
-1035, 31
-1031, 33
-1025, 34
-1022, 35
-1020, 35
-1007, 35
-1006, 36
-1007, 36
-1007, 37
-1006, 37
-1006, 40
-1006, 40
-1004, 40
-1006, 42
-1004, 42
-1005, 43
-1006, 45
-1004, 45
-1005, 45
-1002, 46
-1003, 46
-1002, 48
-1001, 49
-1001, 50
-1001, 51
-1001, 52
-1001, 53
-1001, 53
-1001, 54
-1002, 54
-1001, 55
-998, 56
-1000, 56
-1001, 57
-1002, 58
-1003, 60
-1012, 61
-1012, 62
-1012, 63
-1012, 63
-1012, 64
-1013, 65
-1012, 65
-1012, 66
-1013, 68
-1013, 68
-1014, 68
-1014, 68
-1014, 70
-1015, 74
-1016, 74
-1016, 75
-1016, 75
-1016, 77
-1017, 78
-1017, 78
-1017, 79
-1018, 81
-1018, 83
-1019, 83
-1020, 85
-1021, 85
-1021, 87
-1022, 88
-1022, 89
-1023, 89
-1023, 90
-1023, 90
-1024, 90
-1025, 91
-1026, 91
-1015, 90
-1017, 90
-1018, 91
-1018, 92
-1020, 93
-1021, 93
-1017, 94
-1022, 94
-1023, 95
-1023, 95
-1023, 96
-1034, 97
-1035, 97
-1034, 98
-1034, 98
-1035, 99
-1036, 99
-1036, 100
-1036, 100
-1037, 100
-1037, 100
-1038, 101
-1039, 101
-1041, 101
-1041, 102
-1041, 102
-1042, 103
-1043, 103
-1043, 103
-1043, 103
-1043, 104
-1043, 105
-1044, 105
-1044, 105
-1045, 105
-1045, 105
-1046, 106
-1046, 108
-1047, 107
-1048, 107
-1048, 109
-1049, 109
-1050, 109
-1052, 109
-1053, 110
-1053, 110
-1056, 110
-1056, 111
-1057, 110
-1057, 111
-1047, 109
-1050, 110
-1051, 110
-1052, 110
-1052, 112
-1061, 111
-1062, 112
-1063, 113
-1064, 113
-1064, 113
-1065, 114
-1064, 114
-1066, 114
-1066, 114
-1067, 114
-1067, 115
-1056, 113
-1059, 113
-1061, 113
-1061, 114
-1061, 113
-1063, 113
-1064, 114
-1066, 113
-1068, 115
-1068, 114
-1068, 113
-1071, 114
-1072, 113
-1073, 113
-1075, 113
-1075, 113
-1077, 112
-1079, 113
-1080, 113
-1081, 112
-1082, 113
-1083, 112
-1083, 112
-1085, 112
-1085, 111
-1086, 111
-1086, 111
-1084, 111
-1087, 112
-1089, 113
-1090, 113
-1090, 114
-1100, 114
-1100, 114
-1100, 114
-1101, 114
-1101, 114
-1102, 114
-1103, 114
-1103, 114
-1103, 114
-1105, 114
-1105, 114
-1106, 115
-1106, 114
-1107, 114
-1107, 115
-1107, 114
-1107, 115
-1108, 115
-1109, 114
-1108, 115
-1110, 115
-1110, 115
-1109, 115
-1110, 115
-1110, 115
-1110, 115
-1108, 116
-1111, 116
-1111, 115
-1111, 115
-1111, 115
-1112, 115
-1112, 115
-1112, 114
-1100, 113
-1101, 113
-1103, 113
-1101, 113
-1104, 113
-1104, 113
-1105, 113
-1105, 113
-1113, 114
-1114, 114
-1113, 114
-1114, 113
-1113, 114
-1114, 113
-1114, 114
-1115, 114
-1115, 113
-1114, 113
-1114, 113
-1114, 113
-1115, 113
-1115, 114
-1115, 113
-1115, 113
-1116, 113
-1116, 113
-1116, 112
-1116, 112
-1116, 112
-1118, 113
-1116, 112
-1117, 112
-1117, 113
-1118, 112
-1118, 113
-1120, 113
-1120, 113
-1121, 113
-1122, 112
-1124, 112
-1124, 113
-1125, 114
-1126, 113
-1126, 113
-1127, 114
-1129, 113
-1119, 112
-1121, 112
-1122, 112
-1123, 112
-1123, 113
-1133, 113
-1133, 113
-1134, 113
-1135, 114
-1136, 113
-1138, 113
-1138, 113
-1139, 113
-1139, 113
-1139, 112
-1140, 113
-1141, 113
-1141, 113
-1143, 113
-1144, 112
-1130, 111
-1133, 110
-1136, 110
-1137, 110
-1135, 110
-1137, 109
-1137, 110
-1137, 110
-1138, 111
-1138, 111
-1139, 110
-1139, 110
-1140, 111
-1139, 111
-1140, 111
-1138, 111
-1139, 111
-1139, 111
-1139, 111
-1140, 111
-1140, 111
-1140, 111
-1140, 111
-1137, 111
-1140, 111
-1141, 111
-1140, 111
-1141, 113
-1149, 113
-1149, 112
-1148, 113
-1149, 113
-1149, 113
-1149, 113
-1148, 113
-1148, 113
-1148, 113
-1149, 112
-1148, 112
-1148, 112
-1148, 112
-1148, 112
-1147, 112
-1147, 112
-1147, 111
-1147, 111
-1146, 111
-1147, 111
-1147, 111
-1146, 110
-1146, 110
-1146, 110
-1146, 109
-1147, 109
-1146, 109
-1147, 109
-1147, 109
-1147, 110
-1147, 109
-1147, 108
-1147, 108
-1147, 109
-1147, 109
-1147, 108
-1148, 107
-1136, 105
-1136, 105
-1138, 105
-1140, 105
-1139, 104
-1140, 104
-1140, 103
-1140, 103
-1140, 103
-1140, 103
-1139, 103
-1140, 103
-1140, 103
-1140, 102
-1139, 103
-1140, 102
-1140, 102
-1140, 103
-1140, 103
-1139, 102
-1140, 103
-1140, 103
-1139, 103
-1140, 103
-1139, 102
-1140, 101
-1139, 100
-1138, 100
-1140, 99
-1139, 99
-1140, 99
-1140, 98
-1140, 98
-1140, 98
-1140, 98
-1141, 98
