-87, 28
-69, 25
-66, 23
-62, 21
-59, 19
-56, 16
-54, 15
-53, 13
-51, 12
-50, 11
-49, 9
-48, 8
-47, 7
-46, 6
-46, 5
-45, 4
-44, 3
-44, 1
-44, 1
-44, 0
-44, 0
-44, 0
-44, -1
-43, -1
-44, -2
-44, -2
-44, -2
-44, -3
-44, -3
-43, -3
-43, -4
-44, -4
-44, -5
-44, -5
-44, -6
-44, -7
-44, -6
-45, -6
-45, -7
-45, -7
-44, -7
-44, -7
-45, -7
-44, -8
-45, -8
-45, -7
-44, -7
-45, -7
-45, -7
-45, -6
-45, -7
-45, -6
-45, -6
-45, -5
-45, -4
-46, -4
-46, -3
-46, -3
-46, -3
-46, -2
-46, -2
-46, -1
-47, 0
-47, 0
-46, 1
-47, 1
-47, 2
-48, 2
-48, 2
-48, 3
-48, 3
-48, 3
-48, 3
-49, 4
-50, 4
-50, 5
-50, 5
-51, 6
-51, 6
-51, 6
-51, 6
-52, 6
-52, 7
-52, 7
-53, 0
-53, -2
-54, -2
-54, -3
-54, -4
-54, -4
-54, -4
-55, -4
-55, -4
-56, -4
-56, -4
-56, -4
-57, -4
-58, -4
-57, -4
-58, -4
-59, -3
-58, -3
-59, -3
-59, -3
-59, -3
-60, -3
-60, -3
-61, -2
-61, -2
-61, -1
-61, -1
-62, -1
-62, -1
-62, -1
-63, 0
-63, 0
-63, 0
-63, 0
-64, 0
-64, 0
-64, 0
-64, -4
-65, -4
-65, -4
-65, -5
-65, -5
-65, -5
-65, -5
-65, -5
-66, -5
-66, -5
-67, -5
-67, -5
-67, -5
-67, -5
-68, -5
-68, -5
-68, -5
-68, -5
-69, -5
-68, -6
-68, -5
-69, -5
-69, -5
-69, -5
-69, -5
-70, -5
-70, -5
-70, -6
-71, -8
-71, -8
-71, -9
-71, -10
-72, -11
-71, -12
-72, -12
-72, -13
-72, -13
-72, -14
-72, -14
-72, -15
-73, -16
-73, -16
-72, -16
-72, -17
-72, -17
-72, -17
-72, -18
-72, -18
-72, -18
-72, -19
-71, -19
-71, -19
-71, -20
-71, -20
-71, -21
-71, -21
-71, -22
-70, -22
-70, -22
-70, -22
-69, -23
-68, -23
-68, -23
-68, -24
-68, -25
-67, -26
-67, -27
-67, -28
-67, -28
-67, -29
-67, -29
-67, -29
-66, -30
-66, -30
-66, -30
-66, -31
-65, -32
-67, -32
-66, -33
-66, -33
-66, -34
-65, -35
-66, -35
-65, -36
-66, -36
-65, -37
-66, -37
-66, -37
-65, -37
-65, -37
-65, -38
-65, -39
-64, -39
-64, -39
-64, -40
-64, -41
-64, -41
-64, -41
-65, -41
-64, -42
-64, -43
-64, -43
-64, -45
-63, -45
-64, -46
-64, -48
-64, -49
-64, -50
-64, -51
-64, -52
-64, -52
-64, -53
-64, -53
-64, -54
-63, -54
-63, -55
-63, -55
-63, -57
-62, -57
-63, -58
-62, -58
-63, -58
-62, -58
-62, -59
-62, -60
-63, -60
-63, -60
-62, -61
-63, -61
-62, -61
-63, -61
-62, -62
-62, -62
-62, -63
-62, -63
-62, -63
-62, -63
-63, -64
-62, -63
-62, -65
-62, -65
-62, -65
-63, -65
-63, -65
-63, -65
-63, -66
-63, -67
-63, -67
-63, -67
-62, -67
-62, -68
-62, -69
-62, -69
-62, -70
-62, -70
-62, -71
-62, -71
-62, -71
-62, -72
-62, -72
-62, -73
-62, -73
-62, -73
-62, -73
-62, -73
-61, -74
-62, -74
-62, -74
-61, -75
-61, -75
-62, -75
-62, -75
-61, -75
-61, -76
-62, -76
-61, -76
-61, -76
-62, -77
-61, -77
-62, -77
-62, -78
-62, -78
-62, -78
-62, -78
-62, -78
-62, -79
-61, -79
-62, -80
-62, -81
-61, -81
-62, -81
-62, -81
-62, -82
-62, -82
-62, -82
-62, -82
-62, -84
-62, -84
-62, -85
-62, -85
-63, -85
-62, -86
-62, -86
-62, -87
-62, -87
-62, -88
-62, -87
-61, -88
-61, -88
-62, -88
-61, -89
-61, -89
-62, -89
-62, -89
-62, -89
-61, -90
-62, -90
-62, -91
-61, -91
-61, -91
-61, -92
-61, -92
-61, -92
-62, -93
-61, -93
-61, -94
-61, -93
-61, -94
-61, -94
-61, -94
-61, -95
-60, -95
-61, -95
-60, -95
-60, -95
-60, -96
-59, -95
-59, -96
-60, -96
-59, -97
-59, -96
-59, -96
-59, -97
-58, -97
-59, -97
-59, -97
-58, -97
-58, -98
-58, -98
-58, -98
-58, -98
-58, -99
-58, -99
-59, -98
-58, -99
-58, -99
-58, -99
-58, -99
-58, -99
-58, -99
-58, -100
-57, -100
-57, -100
-57, -100
-57, -100
-56, -100
-56, -100
-56, -100
-56, -100
-56, -101
-56, -101
-55, -101
-55, -101
-55, -101
-55, -102
-55, -101
-54, -102
-54, -101
-54, -101
-54, -102
-54, -102
-53, -103
-53, -103
-53, -103
-54, -103
-54, -103
-53, -104
-54, -104
-54, -104
-54, -104
-54, -104
-54, -104
-54, -104
-54, -105
-55, -105
-54, -105
-55, -105
-55, -105
-55, -105
-55, -105
-55, -106
-54, -106
-55, -106
-54, -107
-54, -106
-54, -107
-54, -107
-54, -107
-54, -107
-53, -108
-53, -108
-53, -108
-53, -108
-53, -108
-53, -108
-53, -108
-53, -109
-52, -109
-53, -109
-53, -109
-53, -109
-52, -109
-52, -110
-51, -109
-51, -109
-51, -109
-52, -109
-51, -109
-51, -109
-51, -109
-51, -109
-51, -109
-51, -110
-50, -110
-49, -110
-48, -109
-48, -110
-48, -110
-47, -110
-47, -110
-46, -110
-46, -110
-47, -110
-46, -110
-45, -110
-45, -110
-45, -110
-45, -110
-45, -110
-44, -110
-44, -110
-44, -110
-44, -110
-43, -110
-44, -111
-43, -110
-43, -110
-42, -110
-42, -110
-41, -110
-41, -109
-41, -110
-41, -110
-40, -110
-40, -110
-40, -110
-40, -110
-40, -110
-40, -111
-39, -111
-39, -112
-39, -112
-39, -112
-39, -112
-38, -112
-38, -112
-38, -112
-37, -112
-37, -112
-37, -112
-37, -112
-37, -113
-36, -113
-36, -113
-37, -113
-36, -113
-36, -113
-36, -113
-35, -114
-34, -114
-34, -114
-33, -114
-33, -113
-34, -113
-32, -113
-33, -113
-33, -113
-32, -112
-32, -112
-32, -112
-32, -112
-32, -113
-31, -113
-31, -113
-31, -113
-30, -113
-30, -112
-30, -113
-31, -112
-29, -112
-30, -112
-30, -112
-29, -113
-30, -113
-30, -113
-29, -114
-29, -114
-29, -114
-29, -114
-28, -114
-28, -114
-28, -114
-28, -114
-28, -113
-28, -114
-28, -113
-27, -114
-27, -114
-27, -113
-27, -113
-26, -113
-26, -113
-27, -113
-27, -112
-26, -112
-26, -112
-26, -112
-25, -112
-25, -112
-25, -112
-25, -112
-25, -112
-25, -111
-24, -112
-24, -112
-24, -112
-24, -112
-24, -112
-24, -112
-23, -112
-23, -112
-23, -113
-22, -113
-22, -112
-22, -112
-21, -112
-21, -113
-21, -112
-21, -112
-20, -112
-19, -112
-20, -112
-19, -112
-19, -112
-19, -112
-18, -112
-18, -112
-18, -112
-18, -111
-18, -112
-18, -112
-18, -111
-18, -112
-18, -111
-18, -111
-17, -111
-17, -111
-17, -111
-16, -111
-17, -111
-16, -111
-16, -111
-16, -111
-15, -111
-15, -110
-15, -111
-15, -110
-15, -111
